5.036438839999999306e-01 7.471932240000001002e-01 4.301752999999999827e-01 2.816328540000000213e+00 5.990151663999999876e+00 2.188300180000000150e-01 1.775654910000000197e-01 2.373744336999999760e+00 2.322237539999999767e-01 1.750935591999999819e+00 6.879062440000001111e-01 3.063817209999999958e-01 4.026984439999999887e-01 2.969273189999999674e-01 1.022060272000000047e+00 6.056726410000000671e-01 1.877683670999999999e+00 2.308745322000000044e+00 4.415993699999999911e-01 8.593657670000000026e-01 4.162891470000000260e-01 3.696080360000000287e-01 1.789442579999999949e-01 1.866358085000000111e+00 3.685247192999999921e+00 1.537226709000000024e+00 2.645262950000000224e-01 3.196769749999999743e-01 8.138664570000000431e-01 1.658459719999999804e-01 4.539097890000000080e-01 3.037620641999999815e+00 3.695095529999999906e-01 4.585385070000000396e-01 3.353358280000000025e-01 8.251920429999999307e-01 5.769155009999999972e-01 4.480992710000000212e-01 5.862714199999999876e-01 3.947212920000000569e-01 3.395706129999999656e-01 4.828638960000000147e-01 2.941697850000000170e-01 1.821504719999999800e-01 8.427251500000000339e-01 1.926083869999999920e-01 1.443090669000000048e+00 2.946999699999999778e-01 3.546045279999999744e-01 1.339069955999999895e+00 1.701187939999999899e-01 1.591024469999999802e-01 1.888516600000000045e-01 1.063052089999999977e-01 1.449893389999999949e-01 1.766676819999999926e-01 1.251903749999999926e-01 1.152908919999999920e-01 2.280434560000000055e-01 1.427556100000000050e-01 4.309574579999999600e-01 2.475378210000000190e-01 1.603309980999999995e+00 2.014874606999999873e+00 1.082343389999999989e-01 1.044979185999999949e+00 8.315565029999999469e-01 1.888516600000000045e-01 1.226520460000000007e-01 1.347617489937106838e-01 1.063052089999999977e-01 1.083358719999999858e-01 4.270991979999999577e-01 1.147832269999999877e-01 1.317900290000000030e-01 1.281856030000000091e-01 1.675652350000000013e+00 2.000000000000000000e+00
5.146170799999999490e-01 6.890635480000000257e-01 4.117703440000000104e-01 2.789514041999999971e+00 5.685037861000000525e+00 2.116361549999999925e-01 1.728170230000000140e-01 2.292149908999999930e+00 2.269721080000000057e-01 1.596376880999999859e+00 6.950062299999999471e-01 2.990510880000000205e-01 3.859867729999999497e-01 2.813188919999999871e-01 9.566759320000000066e-01 5.875587079999999851e-01 1.725773985999999871e+00 2.043036519000000162e+00 4.452218920000000080e-01 8.346592540000000726e-01 4.003642289999999604e-01 3.561775139999999729e-01 1.736796700000000082e-01 1.761046679000000115e+00 3.485287070000000043e+00 1.509249496999999884e+00 2.557270200000000271e-01 3.044186720000000013e-01 7.805041690000000809e-01 1.571935210000000027e-01 4.309402860000000057e-01 2.921882488000000055e+00 3.422793060000000054e-01 4.235598579999999558e-01 3.248346589999999701e-01 7.617176270000000082e-01 5.450972870000000414e-01 4.208760659999999931e-01 5.450972870000000414e-01 3.682545770000000274e-01 3.219591680000000178e-01 4.545193140000000076e-01 2.764305569999999657e-01 1.820863089999999740e-01 8.476146119999999895e-01 1.948152750000000100e-01 1.439459795000000097e+00 2.940598160000000294e-01 3.545482770000000228e-01 1.306323088000000077e+00 1.714270930000000026e-01 1.581289449999999930e-01 1.845700089999999793e-01 1.065921559999999935e-01 1.504708680000000076e-01 1.783090139999999879e-01 1.342750699999999964e-01 1.182345030000000047e-01 2.380730620000000020e-01 1.420366349999999944e-01 4.571561629999999488e-01 2.576322050000000030e-01 1.671737555999999847e+00 2.004605194999999895e+00 1.097485249999999996e-01 1.009883059000000083e+00 8.492704129999999463e-01 2.004036010000000145e-01 1.166821900000000051e-01 1.347617489937106838e-01 1.065921559999999935e-01 1.043154300000000007e-01 4.415812889999999880e-01 1.119735069999999860e-01 1.351029699999999889e-01 1.311187000000000047e-01 1.743609645000000041e+00 2.000000000000000000e+00
5.091830880000000059e-01 7.302467950000000041e-01 4.183087810000000184e-01 2.687201071000000052e+00 5.622058542000000436e+00 2.090109049999999968e-01 1.757222119999999888e-01 2.283336521999999924e+00 2.302467950000000041e-01 1.561316243000000048e+00 6.773483829999999983e-01 2.912760669999999719e-01 3.810024870000000563e-01 2.817103499999999983e-01 1.003634971999999959e+00 6.024488230000000222e-01 1.731872966999999930e+00 2.017983547000000044e+00 4.676678779999999813e-01 8.143294429999999862e-01 3.998469490000000071e-01 3.680887700000000096e-01 1.739047250000000100e-01 1.765544289000000155e+00 3.571455901999999849e+00 1.501243543000000180e+00 2.596135450000000011e-01 3.117466999999999877e-01 7.851540080000000144e-01 1.608953509999999920e-01 4.231872970000000178e-01 2.944136216000000417e+00 3.436961929999999832e-01 4.250047829999999971e-01 3.248517310000000324e-01 7.570308020000000582e-01 5.436196670000000841e-01 4.046298070000000080e-01 5.529940690000000325e-01 3.638798549999999743e-01 3.130859000000000281e-01 4.471972450000000210e-01 2.566481730000000350e-01 1.843876899999999930e-01 8.561658469999999799e-01 2.007373369999999879e-01 1.524364180000000069e+00 3.018807439999999787e-01 3.860867709999999953e-01 1.279600341999999946e+00 1.854562939999999938e-01 1.486963030000000019e-01 1.905321650000000033e-01 1.083030559999999948e-01 1.453301989999999932e-01 1.762128660000000235e-01 1.325603760000000075e-01 1.177602050000000067e-01 2.448172689999999763e-01 1.424449670000000057e-01 5.104723230000000056e-01 2.553430219999999751e-01 1.663549904000000135e+00 2.016830518999999988e+00 1.081961959999999945e-01 9.968476170000000192e-01 8.467086979999999263e-01 1.936845480000000119e-01 1.185082280000000071e-01 1.347617489937106838e-01 1.083030559999999948e-01 1.062192780000000142e-01 4.357768750000000080e-01 1.118828809999999896e-01 1.333618290000000151e-01 1.274310750000000048e-01 1.926426586999999913e+00 2.000000000000000000e+00
4.421066920000000233e-01 6.170761500000000455e-01 3.586263070000000330e-01 2.466947197000000092e+00 4.979503189999999968e+00 2.228858420000000007e-01 1.764626039999999951e-01 2.152300800999999986e+00 2.070042079999999951e-01 1.595086194999999929e+00 5.832767749999999696e-01 2.967286550000000078e-01 3.770870100000000003e-01 3.138319529999999968e-01 8.753902540000000343e-01 5.202931990000000395e-01 1.566852179000000067e+00 2.132754174000000003e+00 4.776706940000000068e-01 7.277046290000001028e-01 3.856386589999999948e-01 3.629700010000000421e-01 1.794488939999999977e-01 1.286276638999999999e+00 2.970137097999999920e+00 1.419709515000000088e+00 2.595357680000000000e-01 2.792181349999999784e-01 7.344916519999999949e-01 1.622098549999999861e-01 4.106149040000000028e-01 2.500203610999999881e+00 3.445092979999999638e-01 4.292113479999999925e-01 3.301208089999999595e-01 7.469797750000000125e-01 5.467625900000000483e-01 3.868603229999999504e-01 5.478485140000000087e-01 3.667707339999999872e-01 3.284919230000000190e-01 4.426496540000000035e-01 3.985340029999999700e-01 1.617677009999999860e-01 7.602335209999999677e-01 1.841694389999999903e-01 1.612382050999999983e+00 2.963817799999999836e-01 2.906795189999999973e-01 1.198764509999999950e+00 1.597990630000000190e-01 1.661122800000000010e-01 1.853234680000000190e-01 1.031837619999999983e-01 1.406557599999999908e-01 1.638042219999999993e-01 1.232095580000000107e-01 1.174394130000000064e-01 2.349467110000000025e-01 1.450682229999999961e-01 4.309958589999999812e-01 2.511031160000000151e-01 1.484624261999999861e+00 1.957233046000000032e+00 1.198832390000000025e-01 9.902246959999999598e-01 8.332767629999999759e-01 1.921118730000000163e-01 1.327812100000000106e-01 1.347617489937106838e-01 1.031837619999999983e-01 1.112619650000000043e-01 3.916909920000000156e-01 1.304052680000000186e-01 1.474441649999999882e-01 1.469010930000000104e-01 1.700563438000000094e+00 2.000000000000000000e+00
4.349402439999999759e-01 6.174298379999999531e-01 3.588022020000000145e-01 2.365784880000000090e+00 4.718678663000000384e+00 2.131059489999999890e-01 1.736269639999999947e-01 2.134013696999999876e+00 1.921579160000000119e-01 1.504229891000000041e+00 5.509601179999999987e-01 2.869611919999999761e-01 3.635020810000000324e-01 2.779642810000000352e-01 8.649120449999999627e-01 5.079897949999999662e-01 1.480059084000000080e+00 2.013696791000000097e+00 4.834161410000000214e-01 6.877937419999999857e-01 3.675305489999999842e-01 3.553108629999999768e-01 1.748355039999999749e-01 1.324694507999999882e+00 2.896334093999999748e+00 1.359876459999999954e+00 2.507049819999999651e-01 2.736672490000000013e-01 7.026990730000000074e-01 1.548274469999999792e-01 3.985497520000000349e-01 2.456559688000000019e+00 3.291258220000000123e-01 4.087552029999999559e-01 3.134147979999999944e-01 6.919564929999999503e-01 5.368604810000000560e-01 3.608164360000000181e-01 5.128239559999999697e-01 3.515509600000000234e-01 3.122062580000000143e-01 4.190949379999999724e-01 3.934470260000000330e-01 1.602002499999999885e-01 7.681129190000000051e-01 1.857182589999999967e-01 1.645807259000000133e+00 2.968293699999999813e-01 3.093450150000000010e-01 1.206994855000000033e+00 1.646502569999999943e-01 1.606869700000000123e-01 1.882213880000000172e-01 1.047837569999999913e-01 1.419830340000000080e-01 1.677096369999999947e-01 1.368377139999999992e-01 1.160478380000000143e-01 2.555277430000000294e-01 1.408705330000000200e-01 4.812265329999999564e-01 2.517730499999999982e-01 1.534835210999999866e+00 2.009108608000000018e+00 1.195244059999999997e-01 9.977749970000000523e-01 8.786677790000000376e-01 2.056042280000000000e-01 1.299541090000000121e-01 1.347617489937106838e-01 1.047837569999999913e-01 1.106939230000000135e-01 4.341538029999999493e-01 1.184814349999999961e-01 1.403142819999999846e-01 1.483799189999999990e-01 1.839730218000000139e+00 2.000000000000000000e+00
4.475063850000000065e-01 6.281758299999999906e-01 3.673880900000000005e-01 2.385938970000000214e+00 4.807635434999999902e+00 2.185777660000000067e-01 1.762333650000000029e-01 2.141282429999999959e+00 1.951875250000000006e-01 1.442398171999999867e+00 5.663395620000000186e-01 2.898239009999999949e-01 3.638929960000000241e-01 2.668369400000000224e-01 8.591208500000000470e-01 5.213066270000000779e-01 1.538244388000000074e+00 1.968275306000000002e+00 4.958999870000000421e-01 6.724022050000000306e-01 3.694044899999999743e-01 3.571716629999999726e-01 1.797284580000000076e-01 1.227449926000000024e+00 2.956983466000000060e+00 1.447909665000000068e+00 2.508401670000000028e-01 2.840435539999999759e-01 7.043957520000000416e-01 1.568759239999999999e-01 3.910471839999999921e-01 2.467132679000000106e+00 3.275977950000000249e-01 4.044898510000000114e-01 2.962763810000000331e-01 6.744186049999999488e-01 5.397230809999999934e-01 3.542142759999999946e-01 5.143164399999999858e-01 3.472240889999999580e-01 3.031321410000000216e-01 4.128243039999999753e-01 3.825783039999999802e-01 1.623303170000000017e-01 7.796945699999999757e-01 1.867929860000000220e-01 1.634615385000000032e+00 2.880373299999999803e-01 3.323670810000000087e-01 1.123444569999999976e+00 1.756928729999999994e-01 1.505938910000000075e-01 1.838235289999999855e-01 1.064762439999999977e-01 1.395644799999999908e-01 1.748444569999999809e-01 1.305147060000000081e-01 1.152432130000000110e-01 2.368495480000000208e-01 1.364536199999999977e-01 4.785774889999999671e-01 2.444852939999999919e-01 1.507777149000000039e+00 2.003535068000000141e+00 1.206872169999999994e-01 9.201781669999999913e-01 8.436792990000000492e-01 1.904694569999999809e-01 1.315752259999999896e-01 1.347617489937106838e-01 1.064762439999999977e-01 1.094457009999999925e-01 4.398331449999999809e-01 1.166572399999999954e-01 1.407664030000000122e-01 1.421804299999999965e-01 1.816388574999999950e+00 2.000000000000000000e+00
4.280326839999999966e-01 5.736957889999999560e-01 3.427089879999999922e-01 2.334223758999999898e+00 4.473130107000000244e+00 2.251728469999999815e-01 1.840037710000000104e-01 2.012413576000000148e+00 1.957888119999999788e-01 1.612036454999999924e+00 5.098994340000000403e-01 2.996543050000000097e-01 3.711502199999999752e-01 2.776555629999999941e-01 8.442803269999999971e-01 4.853865490000000005e-01 1.494814581999999836e+00 2.012570709999999874e+00 4.974858579999999475e-01 6.461345070000000801e-01 3.959773729999999659e-01 3.595223129999999823e-01 1.860465119999999972e-01 1.107793840000000030e+00 2.599622878999999998e+00 1.364236329000000136e+00 2.614707729999999897e-01 2.762413579999999924e-01 6.931175359999999230e-01 1.621621619999999986e-01 4.055625389999999997e-01 2.288812067999999922e+00 3.453802639999999924e-01 4.275612820000000425e-01 3.339094910000000027e-01 7.575424259999999910e-01 5.586109370000000851e-01 3.689503460000000401e-01 5.446260210000000157e-01 3.603079820000000266e-01 3.293526079999999912e-01 4.204902579999999501e-01 4.651162789999999658e-01 1.455659990000000015e-01 7.022476500000000010e-01 1.770331019999999977e-01 1.773845525000000034e+00 2.921945240000000110e-01 2.668573760000000350e-01 1.032284430000000031e+00 1.478545159999999914e-01 1.498161010000000071e-01 1.816101350000000059e-01 9.783408300000000224e-02 1.427870860000000075e-01 1.518594199999999950e-01 1.159787490000000060e-01 1.147527580000000103e-01 2.245198200000000088e-01 1.448304049999999954e-01 4.155292190000000052e-01 2.380057210000000034e-01 1.338782182000000098e+00 1.861708214000000083e+00 1.170412750000000002e-01 1.028769921999999948e+00 7.982836129999999475e-01 1.816101350000000059e-01 1.418062929999999999e-01 1.347617489937106838e-01 9.783408300000000224e-02 1.114834489999999984e-01 4.062934209999999879e-01 1.372292599999999918e-01 1.566816510000000051e-01 1.574989780000000117e-01 1.528483858000000195e+00 2.000000000000000000e+00
4.169226039999999744e-01 5.640356269999999839e-01 3.277027029999999841e-01 2.260135135000000073e+00 4.268734643999999356e+00 2.148341520000000004e-01 1.796683050000000004e-01 2.007985258000000162e+00 1.898034399999999899e-01 1.424600736999999784e+00 5.010749389999999970e-01 2.830159710000000328e-01 3.588759210000000421e-01 2.564496310000000112e-01 8.186425059999999920e-01 4.785012289999999724e-01 1.409398034000000077e+00 1.857033170000000011e+00 4.895577400000000190e-01 6.280712529999999960e-01 3.607186729999999897e-01 3.607186729999999897e-01 1.718366089999999735e-01 1.077395577000000104e+00 2.550214988000000016e+00 1.316646192000000104e+00 2.506142510000000101e-01 2.653562649999999801e-01 6.765970519999999766e-01 1.595515969999999895e-01 3.754606879999999869e-01 2.281173219000000252e+00 3.281633910000000265e-01 4.072481570000000550e-01 3.227886979999999850e-01 6.951781329999999759e-01 5.250307129999999267e-01 3.401412779999999914e-01 5.098280099999999981e-01 3.382985259999999883e-01 2.985257989999999806e-01 3.929668299999999892e-01 4.404176899999999728e-01 1.478481010000000095e-01 6.819409279999999463e-01 1.745991560000000054e-01 1.795780590999999982e+00 2.885232070000000038e-01 2.886075949999999946e-01 1.152067511000000044e+00 1.524050630000000073e-01 1.545147679999999968e-01 1.828691980000000106e-01 9.949367099999999187e-02 1.401687759999999949e-01 1.587341770000000041e-01 1.195780590000000004e-01 1.162025319999999973e-01 2.468354430000000155e-01 1.344303799999999882e-01 4.511392410000000242e-01 2.414345989999999720e-01 1.386075949000000085e+00 1.969451476999999784e+00 1.168776369999999926e-01 9.435443040000001114e-01 8.439662449999999483e-01 1.915611810000000248e-01 1.410126580000000129e-01 1.347617489937106838e-01 9.949367099999999187e-02 1.130801690000000082e-01 3.825316460000000029e-01 1.233755269999999987e-01 1.556118140000000150e-01 1.594092830000000127e-01 1.652658228000000173e+00 2.000000000000000000e+00
3.863109049999999822e-01 5.384280740000000343e-01 3.177204180000000044e-01 2.125725058000000001e+00 4.063950116000000001e+00 2.072215780000000174e-01 1.677784219999999826e-01 1.861513921000000016e+00 1.806844549999999938e-01 1.261890951000000038e+00 4.766531320000000349e-01 2.669663569999999875e-01 3.370069609999999938e-01 2.426044079999999936e-01 7.482598609999999706e-01 4.589617170000000468e-01 1.341792343000000054e+00 1.822070765999999953e+00 4.644721579999999683e-01 6.006380510000000061e-01 3.265661249999999849e-01 3.288863110000000423e-01 1.703886310000000126e-01 1.008845707999999952e+00 2.434599767999999997e+00 1.252030162000000058e+00 2.304234339999999825e-01 2.526102089999999745e-01 6.355858469999999816e-01 1.541473319999999980e-01 3.512180970000000069e-01 2.139211136999999763e+00 3.091647330000000249e-01 3.784802779999999478e-01 2.945185610000000120e-01 6.368909510000000385e-01 4.849187939999999863e-01 3.233758700000000097e-01 4.799883990000000100e-01 3.120649650000000275e-01 2.792923429999999985e-01 3.575986079999999845e-01 4.216937350000000140e-01 1.501208559999999970e-01 7.108080109999999063e-01 1.674723760000000061e-01 1.805248619000000110e+00 2.944578729999999811e-01 2.941125689999999904e-01 1.107907458999999983e+00 1.588397790000000143e-01 1.486533150000000081e-01 1.785220989999999897e-01 1.051450280000000015e-01 1.377762430000000204e-01 1.603936460000000008e-01 1.239640880000000139e-01 1.167990330000000104e-01 2.338570439999999862e-01 1.325966849999999919e-01 4.559737570000000351e-01 2.360151930000000120e-01 1.404178176999999916e+00 1.958736188000000045e+00 1.138639500000000054e-01 9.469095299999999993e-01 8.321823200000000309e-01 1.863777620000000024e-01 1.395890880000000001e-01 1.347617489937106838e-01 1.051450280000000015e-01 1.054903309999999927e-01 4.356871549999999926e-01 1.251726519999999954e-01 1.527106350000000112e-01 1.582354970000000027e-01 1.834599448000000077e+00 2.000000000000000000e+00
3.808274470000000411e-01 4.992936429999999537e-01 3.624621590000000060e-01 2.096266398000000031e+00 3.598587286000000329e+00 2.276488399999999912e-01 1.880928360000000132e-01 1.717860746999999799e+00 1.880928360000000132e-01 1.414328961000000051e+00 4.554994949999999765e-01 3.241170529999999883e-01 3.683148339999999799e-01 2.837537840000000089e-01 7.434914229999999291e-01 4.441977799999999865e-01 1.355398586999999822e+00 1.783249243000000206e+00 4.930373359999999927e-01 5.705348129999999740e-01 3.354187690000000055e-01 3.921291620000000311e-01 1.983854689999999810e-01 9.061553990000000836e-01 2.169929364000000138e+00 1.248234107000000037e+00 2.577194749999999757e-01 3.015136230000000084e-01 6.367305749999999653e-01 1.743693239999999922e-01 3.804238139999999713e-01 1.922906154999999950e+00 3.739656909999999890e-01 4.335015139999999767e-01 3.943491420000000414e-01 7.420787079999999758e-01 5.531786069999999889e-01 3.572149339999999840e-01 5.309788089999999405e-01 3.586276489999999928e-01 3.360242179999999856e-01 4.260343089999999999e-01 5.057517660000000470e-01 1.400629499999999916e-01 6.379271579999999942e-01 1.755845319999999876e-01 1.926596223000000219e+00 3.018210430000000111e-01 2.497751800000000133e-01 9.309802159999999160e-01 1.454586330000000038e-01 1.662544960000000016e-01 1.710881289999999777e-01 9.330035999999999885e-02 1.244379500000000055e-01 1.506294960000000016e-01 1.175809349999999975e-01 1.265737409999999896e-01 2.241456830000000122e-01 1.481564750000000097e-01 4.109712229999999966e-01 2.448291370000000022e-01 1.288669064999999891e+00 1.818907374000000132e+00 1.399505400000000122e-01 9.703237409999999619e-01 8.033947840000000840e-01 1.895233810000000185e-01 1.836780580000000052e-01 1.347617489937106838e-01 9.330035999999999885e-02 1.169064749999999958e-01 4.147931650000000192e-01 1.461330939999999912e-01 1.888489210000000029e-01 1.923336330000000038e-01 1.516861510999999885e+00 2.000000000000000000e+00
